یک,دختر,کوچک,با,لباس,صورتی,از,یک,پل,طنابی,در,پارک,بالا,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
کودک,از,طناب,های,قرمز,در,زمین,بازی,بالا,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,دختر,کوچک,که,در,حال,بازی,با,طناب,قرمز,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
کودکی,که,روی,تور,طناب,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مرد,جوانی,با,کاپشن,که,یک,خلال,دندان,با,چیزی,در,انتهای,آن,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مرد,جوانی,با,گلی,در,دستش,در,حال,مسافرت,با,اتوبوس,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
نوجوانی,چیزی,را,برای,عکاسی,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
یک,مرد,جوان,در,قطار,اریگامی,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسری,در,قطار,یک,شی,کاغذی,در,دست,دارد,و,به,دوربین,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
مرد,جوان,با,کاپشن,آبی,و,زرد,جلوی,توری,ایستاده,و,لبخند,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
مرد,جوانی,با,کت,سیاه,و,زرد,به,چیزی,نگاه,می,کند,و,لبخند,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مرد,جوان,میله,به,دستی,که,لبخند,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,میله,ای,را,در,دست,گرفته,و,لبخند,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,خندان,که,به,آسمان,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,کلاه,بیس,بال,و,ژاکت,مشکی,در,حالی,که,لیوان,قهوه,را,در,دست,گرفته,,در,دستشویی,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
مردی,کلاه,بر,سر,دارد,و,فنجان,قهوه,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,کنار,یک,دستشویی,با,یک,فنجان,قهوه,ژست,گرفته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,در,دستشویی,یک,فنجان,قهوه,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,با,یک,فنجان,قهوه,کنار,دستشویی,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پنج,نفر,در,مقابل,یک,آسمان,چند,رنگ,در,پس,زمینه,راه,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
چهار,نفر,در,غروب,خورشید,در,آسمان,آبی,روشن,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
چهار,نفر,با,غروب,خورشید,پشت,سر,خود,راه,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
چهار,سایه,غروب,آفتاب,را,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
چند,نفر,مقابل,غروب,خورشید,راه,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,موهای,سیاه,در,یک,رستوران,با,یک,لیوان,نوشیدنی,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,پشت,میز,با,یک,نوشیدنی,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,پشت,میز,با,آبجو,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردی,با,موهای,تیره,و,در,حال,نوشیدن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
پیرمردی,که,آبجو,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
یک,سگ,سیاه,و,سفید,در,یک,چمنزار,با,حصار,سفید,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,بوستون,تریر,در,جلوی,حصار,سفید,با,چمن,های,سبز,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,سگ,سیاه,و,سفید,بین,چمن,ها,در,حال,دویدن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
سگی,روی,چمن,های,سبز,نزدیک,حصار,چوبی,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,تریر,بوستون,در,حال,دویدن,روی,چمن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,افسر,با,جلیقه,نئون,با,سگش,جلوی,وانت,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,سگ,پلیس,آموزش,دیده,در,کنار,صاحب,خود,مقابل,وانت,پلیس,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,مرد,با,سگ,نگهبان,خود,به,دنبال,چیزی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,پلیس,با,یک,سگ,ژرمن,شپرد,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,پلیس,در,خیابان,با,سگ,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,ژاکت,کلفت,و,کلاه,قرمزی,سوار,بر,دوچرخه,در,حومه,شهر,در,یک,روز,برفی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
پسر,جوانی,با,دوچرخه,از,جاده,ای,پوشیده,از,برف,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
پسری,در,برف,با,دوچرخه,خود,از,خیابان,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
شخصی,که,در,جاده,برفی,دوچرخه,سواری,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسری,که,در,برف,دوچرخه,سواری,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
پنج,مرد,با,لباس,یکسان,سفید,کراوات,و,شلوارهای,مشکی,در,پشت,وانتی,که,در,آن,باز,است,با,هم,گفتگو,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
گروهی,از,پنج,مرد,سفیدپوست,با,لباس,سفید,که,پشت,یک,ون,در,یک,پارکینگد,مشغول,صحبت,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
پنج,مرد,با,لباس,آستین,کوتاه,سفید,و,کراوات,در,یک,خبایان,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
گروهی,از,مردان,که,کراوات,بسته,اند,در,خیابان,ایستاده,و,صحبت,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
همکارانی,که,در,وقت,استراحت,با,هم,صحبت,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
مرد,کلاهی,را,برعکس,پوشیده,و,از,بین,دستگاه,ها,به,دوربین,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
پیرمردی,که,در,یک,کارخانه,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,لباس,سفید,و,کلاه,سیاه,در,میان,ماشین,آلات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,با,کلاه,رو,به,عقب,با,دسگاه,ها,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
مردی,هنگام,کار,کلاه,رو,به,عقب,به,سر,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,مرد,با,لباس,آستین,کوتاه,مشکی,و,زنی,با,پوست,تیره,و,لباس,بدون,آستین,در,حط,تولید,کار,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
یک,زن,سیاه,پوست,و,یک,مرد,سفیدپوست,در,یک,کارخانه,مشغول,کار,هستند,و,شیشه,ها,را,بسته,بندی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
زنی,در,حال,مرتب,سازی,شمع,های,بلند,سفید,است,و,مردی,با,لباس,سبز,پشت,سر,او,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
یک,مدیر,انبار,که,به,یک,کارمند,کمک,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دو,نفر,که,روی,خط,مونتاژ,کار,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,که,لباس,آبی,و,سفید,بر,تن,دارد,,جارویی,در,دست,دارد,و,پس,زمینه,معماری,سنتی,آسیایی,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
یک,مرد,آسیایی,روپوش,سفید,و,شلوارآبی,پوشیده,و,زمین,را,جلور,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
مردی,با,کیمونوی,سفید,و,آبی,زمین,را,جارو,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,که,خیابان,را,جارو,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مرد,آسیایی,در,حال,جارو,زدن,پیاده,رو,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,پلیس,مرد,کنار,اتومبیل,های,پارک,شده,در,مقابل,یک,ساختمان,کوچک,ایستاده,اند,و,یکی,از,آنها,با,یک,راننده,صحبت,می,کند,و,یک,زن,با,دوچرخه,دیده,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
مردی,با,راننده,صحبت,می,کند,و,مردی,با,دوچرخه,به,آن,ها,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردی,با,دوچرخه,در,حال,تماشای,یک,اتومبیل,است,که,منتظر,عبور,از,یک,ایست,بازرسی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
یک,پارکبان,با,یک,گردشگر,صحبت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دو,ماشین,بیرون,پارک,شده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
یک,دختر,بچه,با,لباس,صورتی,و,یک,دختر,بچه,با,لباس,نارنجی,روی,چمن,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,کودک,که,تنقلات,می,خورند,و,روی,چمن,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دو,کودک,نوپا,روی,چمن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
دو,کودک,در,حیاط,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
دو,دختر,بچه,که,چیپس,می,خورند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردم,مردی,را,با,شلوار,نقره,ای,در,یک,وسیله,چرخدار,نقره,ای,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردم,یک,وسیله,نقلیه,عجیب,و,غریب,را,در,یک,میدان,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
مردی,با,لباس,نقره,ای,در,حال,رانندگی,با,وسیله,نقلیه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
نمایش,محصول,برای,تبلیغات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
جمعیتی,که,هنر,مدرن,را,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مرد,سیاهپوش,نزدیک,به,یک,شی,نقره,ای,عجیب,و,غریب,که,یک,فرد,سوار,بر,آن,است,ایستاده,,در,حالی,که,عده,ای,تماشاگر,از,پشت,طناب,آن,ها,را,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
شخصی,وسیله,نقلیه,آینده,را,می,راند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
شخصی,که,سوار,وسیله,نقلیه,آینده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردی,سوار,بر,صندلی,چهار,چرخ,نقره,ای,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
مردی,با,وسیله,نقره,ای,راه,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
عروس,و,داماد,در,کنار,یکدیگر,در,کنار,ساختمان,آجری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
عروس,زیبایی,که,با,شوهر,جدیدش,در,پیاده,رو,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
یک,زوج,تازه,ازدواج,کرده,جلوی,دوربین,ژست,می,گیرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,عروس,و,داماد,دست,در,دست,هم,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,زوج,ازدواج,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
یک,پسر,کوچک,با,کنترلر,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
پسر,جوانی,در,یک,رستوران,مک,دونالد,یک,بازی,ویدیویی,انجام,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
پسر,جوانی,در,مک,دونالد,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
یک,پسر,کوچک,در,حال,بازی,در,مک,دونالد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,بچه,کوچک,در,حال,بازی,در,مک,دونالد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
سگ,سفید,با,گوش,های,قهوه,ای,نزدیک,آب,سر,خود,را,چرخانده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
سگی,با,توپ,نارنجی,در,ساحل,ایستاده,و,خود,را,تکان,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,سگ,سفید,با,یک,توپ,نارنجی,در,ساحل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
سگ,سفید,که,با,یک,توپ,قرمز,در,ساحل,نزدیک,آب,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
سگی,در,نزدیکی,ساحل,سر,خود,را,تکان,می,دهد,,یک,توپ,قرمز,در,کنار,آن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
گروهی,از,مردم,پشت,میزهای,پیک,نیک,مقابل,زمین,بازی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
گروهی,از,مردم,از,یک,روز,زیبا,در,پارک,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
گروهی,در,پارک,مشغول,پیک,نیک,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردم,در,پارک,تفریح,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
گروهی,از,افراد,که,در,پارک,کباب,درست,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,زن,آسیایی,و,یک,مرد,اسپانیایی,با,هم,جلوی,پنجره,شیشه,ای,نشسته,اند,و,یک,ماشین,در,حال,عبور,از,آن,جا,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
مردی,با,عینک,آفتابی,دست,خود,را,به,دور,یک,زن,با,بلوز,سیاه,و,سفید,انداخته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,با,عینک,آفتابی,دست,خود,را,به,دور,یک,زن,انداخته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,زن,و,مرد,در,مقابل,پنجره,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,زوج,آسیایی,روی,نیمکت,نشسته,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
زنان,پشت,میز,نشسته,اند,و,غذا,می,خورند,,در,حالی,که,مردی,با,تی,شرت,سفید,و,بادکنک,های,زرد,و,نارنجی,روی,سرش,پشت,سر,آن,ها,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
یک,زن,مسن,در,حالی,که,مرد,کنار,او,کلاه,خود,را,لمس,می,کند,در,حال,خوردن,برگر,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
مردی,با,کلاه,بادکنکی,و,زنانی,که,غذا,می,خورند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دو,زن,مسن,پشت,یک,میز,نشسته,و,دو,یخچال,کوچک,در,مقابل,آنها,قرار,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,فرد,مو,سفید,با,عینک,از,ساندویچ,خود,لذت,می,برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
یک,دختر,جوان,برای,شکستن,تخته,ای,که,مربی,کاراته,آن,را,نگه,داشته,است,,به,تخته,ضربه,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
دختری,که,قصد,دارد,یک,تکه,چوب,را,که,مربی,کاراته,آن,را,نگه,داشته,از,وسط,نصف,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
دختری,به,چوبی,را,که,مردی,در,کلاس,تکنواندو,نگه,داشته,است,ضربه,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
دختری,با,لباس,کاراته,در,حال,شکستن,چوب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
دختر,کاراته,بازی,تخته,را,می,شکند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
دو,نفر,هنرهای,رزمی,اجرا,می,کنند,و,از,روی,سه,نفرکه,روی,تشک,خم,شده,اند,می,پرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
پسری,با,پریدن,از,روی,سه,بچه,به,چوب,لگد,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
پسری,در,یک,نمایش,هنرهای,رزمی,از,روی,سه,نفر,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
تماشاگران,برنامه,رزمی,پنج,نفر,را,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردم,یک,نمایش,ورزشهای,رزمی,را,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,دو,بالکن,افرادی,وجود,دارند,مردی,با,استفاده,از,میله,به,بالکن,اول,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,پسر,با,ژاکت,قرمز,روی,یک,مرد,با,لباس,سفید,نوشیندی,می,ریزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
پسر,جوانی,یک,بطری,را,در,کنار,نرده,روی,مردی,می,ریزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
پسری,با,کت,قرمز,که,روی,مردی,با,لباس,سفید,نوشیدنی,می,ریزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مرد,جوانی,در,حال,ریختن,محتویات,یک,بطری,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,با,کت,قرمز,در,حال,خواندن,یک,تکه,کاغذ,است,و,با,دست,خود,را,در,برابر,آفتاب,محافظت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
مردی,که,کت,قرمز,بر,تن,دارد,دستش,بالای,سرش,است,تا,جلوی,آفتاب,را,بگیرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردی,با,کت,قرمز,در,یک,خیابان,شلوغ,زیر,نور,خورشید,با,دست,برای,خود,سایه,ایجاد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
پیرمردی,با,کت,قرمز,که,صورت,خود,را,از,آفتاب,محافظت,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,با,ژاکت,قرمز,که,صورتش,را,از,نور,آفتاب,محافظت,می,کند,تا,بتواند,بخواند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
دو,مرد,در,یک,روز,آفتابی,در,محله,ای,کودکان,را,به,پشت,گرفته,و,در,خیابان,راه,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
دو,مرد,با,کودکانی,به,پشت,در,جاده,راه,مي,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,مرد,با,دو,فرزند,خردسال,خود,برای,گردش,بیرون,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردانی,که,در,خیابان,با,کودکان,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,مرد,با,کودکان,راه,می,روند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
پسری,خندان,با,لباس,سفید,و,شلوار,جین,آبی,در,جلوی,دیوار,سنگی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,پسر,کوچک,در,خیابان,ایستاده,است,در,حالی,که,یک,مرد,با,لباس,کار,روی,دیوار,سنگی,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
یک,کودک,خردسال,در,خیابان,سنگفرش,شده,ای,می,رود,که,یک,تیرک,فلزی,دارد,و,یک,مرد,پشت,سرش,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
