image_name,comment_number,comment-fa,comment,
1011572216,3,یک عروس و داماد دست در دست هم ایستاده اند,A groom and bride are standing arm in arm,
1011572216,4,یک زوج ازدواج میکنند,A couple getting married,
1012150929,0,یک پسر کوچک با کنترلر بازی میکند,A little boy plays with a Nintendo GameCube controller inside a McDonald 's,
1012150929,1,پسر جوانی در یک رستوران مک دونالد یک بازی ویدیویی انجام میدهد,A young boy plays a video game in a McDonald 's restaurant,
1012150929,2,پسر جوانی در مک دونالد بازی میکند,A young boy plays with a GameCube kiosk at McDonald 's,
1012150929,3,یک پسر کوچک درحال بازی در مک دونالد,A little boy playing GameCube at a McDonald 's,
1012150929,4,یک بچه کوچک درحال بازی در مک دونالد,A little kid playing GameCube at McDonald 's,
1012212859,0,سگ سفید با گوش های قهوه ای نزدیک آب سر خود را چرخانده است,White dog with brown ears standing near water with head turned to one side,
1012212859,1,سگی با توپ نارنجی در ساحل ایستاده و خود را تکان میدهد, Dog with orange ball at feet stands on shore shaking off water,
1012212859,2,یک سگ سفید با یک توپ نارنجی در ساحل,A white dog shakes on the edge of a beach with an orange ball,
1012212859,3,سگ سفید که با یک توپ قرمز در ساحل نزدیک آب بازی میکند,White dog playing with a red ball on the shore near the water,
1012212859,4,سگی در نزدیکی ساحل سر خود را تکان میدهد یک توپ قرمز در کنار آن است, A dog shakes its head near the shore a red ball next to it,
1012328893,0,گروهی از مردم پشت میزهای پیک نیک مقابل زمین بازی,A group of people picnicking at picnic tables in front of a playground,
1012328893,1,گروهی از مردم از یک روز زیبا در پارک لذت میبرند,A group of people enjoying a beautiful day in the park,
1012328893,2,گروهی در پارک مشغول پیک نیک هستند,A group of people are having a picnic at the park,
1012328893,3,مردم در پارک تفریح میکنند,The reunion is in full swing with a moon bounce,
1012328893,4,گروهی از افراد که در پارک کباب درست میکنند,A group of people having a barbecue at a park,
101262930,0,یک زن آسیایی و یک مرد اسپانیایی، با هم جلوی پنجره شیشه ای نشسته اند و یک ماشین درحال عبور از آن جا است, Two asian or spanish people a woman and a man sitting together in front of a glass window as cars pass,
101262930,1,مردی با عینک آفتابی دست خود را به دور یک زن با بلوز سیاه و سفید انداخته است,A man in sunglasses puts his arm around a woman in a black and white blouse,
101262930,2,مردی با عینک آفتابی دست خود را به دور یک زن انداخته است,A man in sunglasses puts his arm around a woman,
101262930,3,یک زن و مرد در مقابل پنجره نشسته اند,A man and woman pose in front of some traffic,
101262930,4,یک زوج آسیایی روی نیمکت نشسته اند,An Asian couple sitting on the bench,
1013536888,0,زنان پشت میز نشسته اند و غذا میخورند درحالی که مردی با تی شرت سفید و بادکنک های زرد و نارنجی روی سرش پشت سر آن ها ایستاده است, Women are seated at a picnic table eating while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background,
1013536888,1,یک زن مسن درحالی که مرد کنار او کلاه خود را لمس میکند درحال خوردن برگر است,An elderly woman is eating a burger while the man next to her touching his hat,
1013536888,2,مردی با کلاه بادکنکی و زنانی که غذا میخورند,A man with a balloon hat and people eating outdoors at picnic tables,
1013536888,3,دو زن مسن پشت یک میز نشسته و دو یخچال کوچک در مقابل آن ها قرار دارد,Two older women sit at a table with two coolers in front of them,
1013536888,4,یک فرد مو سفید با عینک از ساندویچ خود لذت میبرد,A gray-haired person with glasses enjoys a sandwich,
101362133,0,یک دختر جوان برای شکستن تخته ای که مربی کاراته  آن را نگه داشته است به تخته ضربه میزند,A young female student performing a downward kick to break a board held by her Karate instructor,
101362133,1,دختری که قصد دارد یک تکه چوب را  که مربی کاراته آن را نگه داشته از وسط نصف کند,Girl about to kick a piece of wood in half while karate instructor holds it,
101362133,2,دختری به چوبی را که مردی در کلاس تکنواندو نگه داشته است ضربه میزند,A girl kicking a stick that a man is holding in tae kwon do class,
101362133,3,دختری با لباس کاراته درحال شکستن چوب,A girl in karate uniform breaking a stick with a front kick,
101362133,4,دختر کاراته بازی تخته را میشکند,A girl breaking boards by using karate,
101362650,0,دو نفر هنرهای رزمی اجرا میکنند و از روی سه نفرکه روی تشک خم شده اند میپرند,Two people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat,
101362650,1,پسری با پریدن از روی سه بچه به چوب لگد میزنند,A boy jump kicking over three kids kicking wood during a tae kwon do competition,
101362650,2,پسری در یک نمایش هنرهای رزمی از روی سه نفر میپرد,A boy jumps over three other students in a martial arts demonstration,
101362650,3,تماشاگران برنامه رزمی پنج نفر را تماشا میکنند,A crowd is watching a group of five martial artists perform,
101362650,4,مردم یک نمایش ورزشهای رزمی را تماشا میکنند,A crowd of people watch a martial arts demonstration,
